Categoría;Pregunta;Respuesta
Seguridad en la Autoconstrucción;¿Qué error frecuente se comete con la electricidad y agua?;El error frecuente es manipularlo energizado. Esto puede causar electrocución.
Seguridad en la Autoconstrucción;¿Qué consecuencias puede tener el error de manipularlo energizado?;Este error puede generar electrocución. La acción correcta es cortar energía.
Seguridad en la Autoconstrucción;¿Por qué es importante controlar la electricidad y agua?;Porque una ejecución incorrecta puede causar electrocución. La referencia correcta es: Desenergizar y corregir. No debe haber cables ni empalmes en charcos sin diferencial y tierra.
Seguridad en la Autoconstrucción;¿Puede la familia vivir dentro mientras se construye?;"Solo con separación física segura de polvo, electricidad, huecos, materiales y caída de objetos; a veces debe desalojarse."
Seguridad en la Autoconstrucción;¿Cuál es la forma correcta de resolver la presencia de niños en una vivienda autoconstruida?;"Solo con separación física segura de polvo, electricidad, huecos, materiales y caída de objetos; a veces debe desalojarse."
Seguridad en la Autoconstrucción;¿Cómo se verifica la presencia de niños en obra?;"Solo con separación física segura de polvo, electricidad, huecos, materiales y caída de objetos; a veces debe desalojarse. Debe revisarse cierres, accesos y evacuación."
Seguridad en la Autoconstrucción;¿Qué error frecuente se comete con la presencia de niños?;El error frecuente es dejar niños circular por obra. Esto puede causar accidentes graves.
Seguridad en la Autoconstrucción;¿Qué consecuencias puede tener el error de dejar niños circular por obra?;Este error puede generar accidentes graves. La acción correcta es aislar o desalojar.
Seguridad en la Autoconstrucción;¿Por qué es importante controlar la presencia de niños?;"Porque una ejecución incorrecta puede causar accidentes graves. La referencia correcta es: Solo con separación física segura de polvo, electricidad, huecos, materiales y caída de objetos; a veces debe desalojarse."
Seguridad en la Autoconstrucción;¿Por qué retirar clavos y escombros cada día?;Evita tropiezos, pinchazos, bloqueos y pérdidas. Deben existir rutas y zonas de acopio.
Seguridad en la Autoconstrucción;¿Cuál es la forma correcta de resolver el orden y limpieza en una vivienda autoconstruida?;Evita tropiezos, pinchazos, bloqueos y pérdidas. Deben existir rutas y zonas de acopio.
Seguridad en la Autoconstrucción;¿Cómo se verifica el orden y limpieza en obra?;Evita tropiezos, pinchazos, bloqueos y pérdidas. Deben existir rutas y zonas de acopio. Debe revisarse pasadizos, clavos y pilas.
Seguridad en la Autoconstrucción;¿Qué error frecuente se comete con el orden y limpieza?;El error frecuente es bloquear la escalera. Esto puede causar caídas y mala evacuación.
Seguridad en la Autoconstrucción;¿Qué consecuencias puede tener el error de bloquear la escalera?;Este error puede generar caídas y mala evacuación. La acción correcta es limpiar y liberar rutas.
Seguridad en la Autoconstrucción;¿Por qué es importante controlar el orden y limpieza?;Porque una ejecución incorrecta puede causar caídas y mala evacuación. La referencia correcta es: Evita tropiezos, pinchazos, bloqueos y pérdidas. Deben existir rutas y zonas de acopio.
Seguridad en la Autoconstrucción;¿Puede pasar una carga suspendida sobre personas?;No. Se delimita la zona y se usan accesorios inspeccionados y señalero.
Seguridad en la Autoconstrucción;¿Cuál es la forma correcta de resolver el izaje de materiales en una vivienda autoconstruida?;No. Se delimita la zona y se usan accesorios inspeccionados y señalero.
Seguridad en la Autoconstrucción;¿Cómo se verifica el izaje de materiales en obra?;No. Se delimita la zona y se usan accesorios inspeccionados y señalero. Debe revisarse peso, eslingas y radio.
Seguridad en la Autoconstrucción;¿Qué error frecuente se comete con el izaje de materiales?;El error frecuente es izar sobre trabajadores. Esto puede causar aplastamiento.
Seguridad en la Autoconstrucción;¿Qué consecuencias puede tener el error de izar sobre trabajadores?;Este error puede generar aplastamiento. La acción correcta es detener y reorganizar.
Seguridad en la Autoconstrucción;¿Por qué es importante controlar el izaje de materiales?;Porque una ejecución incorrecta puede causar aplastamiento. La referencia correcta es: No. Se delimita la zona y se usan accesorios inspeccionados y señalero.
Seguridad en la Autoconstrucción;¿Qué debe tener una obra para emergencias?;Botiquín, extintor, contactos, acceso, responsables y medios para cortar agua y electricidad.
Seguridad en la Autoconstrucción;¿Cuál es la forma correcta de resolver la respuesta a emergencias en una vivienda autoconstruida?;Botiquín, extintor, contactos, acceso, responsables y medios para cortar agua y electricidad.
Seguridad en la Autoconstrucción;¿Cómo se verifica la respuesta a emergencias en obra?;Botiquín, extintor, contactos, acceso, responsables y medios para cortar agua y electricidad. Debe revisarse vigencia, ubicación y capacitación.
Seguridad en la Autoconstrucción;¿Qué error frecuente se comete con la respuesta a emergencias?;El error frecuente es no saber cortar la energía. Esto puede causar agravar lesiones.
Seguridad en la Autoconstrucción;¿Qué consecuencias puede tener el error de no saber cortar la energía?;Este error puede generar agravar lesiones. La acción correcta es establecer un plan.
Seguridad en la Autoconstrucción;¿Por qué es importante controlar la respuesta a emergencias?;Porque una ejecución incorrecta puede causar agravar lesiones. La referencia correcta es: Botiquín, extintor, contactos, acceso, responsables y medios para cortar agua y electricidad.
Licencias, Planos y Responsables;¿Se necesita licencia para construir una vivienda?;Sí, salvo actuaciones expresamente exceptuadas. Sin licencia hay riesgo de paralización, multa y problemas registrales.
Licencias, Planos y Responsables;¿Qué establece el RNE sobre la licencia de construcción?;Sí, salvo actuaciones expresamente exceptuadas. Sin licencia hay riesgo de paralización, multa y problemas registrales.
Licencias, Planos y Responsables;¿Cómo se verifica la licencia de construcción en obra?;Sí, salvo actuaciones expresamente exceptuadas. Sin licencia hay riesgo de paralización, multa y problemas registrales. Debe revisarse modalidad, resolución, planos y vigencia.
Licencias, Planos y Responsables;¿Qué error frecuente se comete con la licencia de construcción?;El error frecuente es iniciar con solo un croquis. Esto puede causar sanción y obra incompatible.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de iniciar con solo un croquis?;Este error puede generar sanción y obra incompatible. La acción correcta es tramitar antes de construir.
Licencias, Planos y Responsables;¿Por qué es importante controlar la licencia de construcción?;Porque una ejecución incorrecta puede causar sanción y obra incompatible. La referencia correcta es: Sí, salvo actuaciones expresamente exceptuadas. Sin licencia hay riesgo de paralización, multa y problemas registrales.
Licencias, Planos y Responsables;¿Qué planos necesita una vivienda?;Arquitectura, estructuras, sanitarias, eléctricas y la información de suelos, coordinados y firmados.
Licencias, Planos y Responsables;¿Qué establece el RNE sobre los planos mínimos?;Arquitectura, estructuras, sanitarias, eléctricas y la información de suelos, coordinados y firmados.
Licencias, Planos y Responsables;¿Cómo se verifica los planos mínimos en obra?;Arquitectura, estructuras, sanitarias, eléctricas y la información de suelos, coordinados y firmados. Debe revisarse plantas, cortes, detalles y firmas.
Licencias, Planos y Responsables;¿Qué error frecuente se comete con los planos mínimos?;El error frecuente es construir solo con distribución. Esto puede causar improvisación.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de construir solo con distribución?;Este error puede generar improvisación. La acción correcta es completar el expediente.
Licencias, Planos y Responsables;¿Por qué es importante controlar los planos mínimos?;Porque una ejecución incorrecta puede causar improvisación. La referencia correcta es: Arquitectura, estructuras, sanitarias, eléctricas y la información de suelos, coordinados y firmados.
Licencias, Planos y Responsables;¿Qué debe indicar el plano de cimentación?;Ejes, tipos, dimensiones, profundidades, niveles, sobrecimientos, acero, arranques y detalles.
Licencias, Planos y Responsables;¿Existe una medida mínima universal para el plano de cimentación?;Ejes, tipos, dimensiones, profundidades, niveles, sobrecimientos, acero, arranques y detalles.
Licencias, Planos y Responsables;¿Cómo se verifica el plano de cimentación en obra?;Ejes, tipos, dimensiones, profundidades, niveles, sobrecimientos, acero, arranques y detalles. Debe revisarse cotas, secciones y correspondencia.
Licencias, Planos y Responsables;¿Qué error frecuente se comete con el plano de cimentación?;El error frecuente es decidir dimensiones al excavar. Esto puede causar errores de ejes y secciones.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de decidir dimensiones al excavar?;Este error puede generar errores de ejes y secciones. La acción correcta es obtener el plano antes.
Licencias, Planos y Responsables;¿Por qué es importante controlar el plano de cimentación?;Porque una ejecución incorrecta puede causar errores de ejes y secciones. La referencia correcta es: Ejes, tipos, dimensiones, profundidades, niveles, sobrecimientos, acero, arranques y detalles.
Licencias, Planos y Responsables;¿Dónde se indica qué muros son portantes?;En planos estructurales coordinados con arquitectura, con columnas, soleras, dinteles y acero.
Licencias, Planos y Responsables;¿Existe una medida mínima universal para el plano de muros y columnas?;En planos estructurales coordinados con arquitectura, con columnas, soleras, dinteles y acero.
Licencias, Planos y Responsables;¿Cómo se verifica el plano de muros y columnas en obra?;En planos estructurales coordinados con arquitectura, con columnas, soleras, dinteles y acero. Debe revisarse ejes, nomenclatura y continuidad.
Licencias, Planos y Responsables;¿Qué error frecuente se comete con el plano de muros y columnas?;El error frecuente es colocar columnas por comodidad. Esto puede causar sistema discontinuo.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de colocar columnas por comodidad?;Este error puede generar sistema discontinuo. La acción correcta es seguir la distribución aprobada.
Licencias, Planos y Responsables;¿Por qué es importante controlar el plano de muros y columnas?;Porque una ejecución incorrecta puede causar sistema discontinuo. La referencia correcta es: En planos estructurales coordinados con arquitectura, con columnas, soleras, dinteles y acero.
Licencias, Planos y Responsables;¿Puede un maestro firmar planos estructurales?;"No. El diseño y firma corresponden a profesionales habilitados; la experiencia del maestro no reemplaza cálculo y responsabilidad."
Licencias, Planos y Responsables;¿Qué establece el RNE sobre la firma profesional?;"No. El diseño y firma corresponden a profesionales habilitados; la experiencia del maestro no reemplaza cálculo y responsabilidad."
Licencias, Planos y Responsables;¿Cómo se verifica la firma profesional en obra?;"No. El diseño y firma corresponden a profesionales habilitados; la experiencia del maestro no reemplaza cálculo y responsabilidad. Debe revisarse colegiatura, habilitación y especialidad."
Licencias, Planos y Responsables;¿Qué error frecuente se comete con la firma profesional?;El error frecuente es usar planos sin responsable. Esto puede causar falta de control técnico.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de usar planos sin responsable?;Este error puede generar falta de control técnico. La acción correcta es contratar al profesional.
Licencias, Planos y Responsables;¿Por qué es importante controlar la firma profesional?;"Porque una ejecución incorrecta puede causar falta de control técnico. La referencia correcta es: No. El diseño y firma corresponden a profesionales habilitados; la experiencia del maestro no reemplaza cálculo y responsabilidad."
Licencias, Planos y Responsables;¿Se pueden cambiar muros o columnas durante la construcción?;Solo tras evaluar el impacto y actualizar planos o permisos. Una orden verbal no sustituye aprobación.
Licencias, Planos y Responsables;¿Qué establece el RNE sobre los cambios durante obra?;Solo tras evaluar el impacto y actualizar planos o permisos. Una orden verbal no sustituye aprobación.
Licencias, Planos y Responsables;¿Cómo se verifica los cambios durante obra en obra?;Solo tras evaluar el impacto y actualizar planos o permisos. Una orden verbal no sustituye aprobación. Debe revisarse registro, versión y firma.
Licencias, Planos y Responsables;¿Qué error frecuente se comete con los cambios durante obra?;El error frecuente es trabajar con cambios verbales. Esto puede causar incompatibilidades.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de trabajar con cambios verbales?;Este error puede generar incompatibilidades. La acción correcta es formalizar antes.
Licencias, Planos y Responsables;¿Por qué es importante controlar los cambios durante obra?;Porque una ejecución incorrecta puede causar incompatibilidades. La referencia correcta es: Solo tras evaluar el impacto y actualizar planos o permisos. Una orden verbal no sustituye aprobación.
Licencias, Planos y Responsables;¿Se necesita licencia para agregar un piso?;Debe tramitarse la autorización correspondiente porque cambia área, altura y cargas.
Licencias, Planos y Responsables;¿Qué establece el RNE sobre la licencia para otro piso?;Debe tramitarse la autorización correspondiente porque cambia área, altura y cargas.
Licencias, Planos y Responsables;¿Cómo se verifica la licencia para otro piso en obra?;Debe tramitarse la autorización correspondiente porque cambia área, altura y cargas. Debe revisarse parámetros, licencia anterior y planos.
Licencias, Planos y Responsables;¿Qué error frecuente se comete con la licencia para otro piso?;El error frecuente es construir sin trámite. Esto puede causar multa y riesgo.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de construir sin trámite?;Este error puede generar multa y riesgo. La acción correcta es regularizar antes.
Licencias, Planos y Responsables;¿Por qué es importante controlar la licencia para otro piso?;Porque una ejecución incorrecta puede causar multa y riesgo. La referencia correcta es: Debe tramitarse la autorización correspondiente porque cambia área, altura y cargas.
Licencias, Planos y Responsables;¿Toda vivienda sin licencia puede regularizarse?;No automáticamente. Debe cumplir procedimiento, parámetros, seguridad y condiciones aplicables.
Licencias, Planos y Responsables;¿Qué establece el RNE sobre la regularización?;No automáticamente. Debe cumplir procedimiento, parámetros, seguridad y condiciones aplicables.
Licencias, Planos y Responsables;¿Cómo se verifica la regularización en obra?;No automáticamente. Debe cumplir procedimiento, parámetros, seguridad y condiciones aplicables. Debe revisarse fecha, zonificación, propiedad y estructura.
Licencias, Planos y Responsables;¿Qué error frecuente se comete con la regularización?;El error frecuente es asumir que todo se regulariza. Esto puede causar gastos sin resultado.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de asumir que todo se regulariza?;Este error puede generar gastos sin resultado. La acción correcta es evaluar viabilidad.
Licencias, Planos y Responsables;¿Por qué es importante controlar la regularización?;Porque una ejecución incorrecta puede causar gastos sin resultado. La referencia correcta es: No automáticamente. Debe cumplir procedimiento, parámetros, seguridad y condiciones aplicables.
Licencias, Planos y Responsables;¿Para qué sirve la conformidad de obra?;"Cierra el procedimiento municipal y permite avanzar a declaratoria e inscripción; lo construido debe coincidir con lo aprobado."
Licencias, Planos y Responsables;¿Qué establece el RNE sobre la conformidad de obra?;"Cierra el procedimiento municipal y permite avanzar a declaratoria e inscripción; lo construido debe coincidir con lo aprobado."
Licencias, Planos y Responsables;¿Cómo se verifica la conformidad de obra en obra?;"Cierra el procedimiento municipal y permite avanzar a declaratoria e inscripción; lo construido debe coincidir con lo aprobado. Debe revisarse planos finales y áreas."
Licencias, Planos y Responsables;¿Qué error frecuente se comete con la conformidad de obra?;El error frecuente es terminar distinto al expediente. Esto puede causar observaciones y falta de cierre.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de terminar distinto al expediente?;Este error puede generar observaciones y falta de cierre. La acción correcta es corregir o modificar.
Licencias, Planos y Responsables;¿Por qué es importante controlar la conformidad de obra?;"Porque una ejecución incorrecta puede causar observaciones y falta de cierre. La referencia correcta es: Cierra el procedimiento municipal y permite avanzar a declaratoria e inscripción; lo construido debe coincidir con lo aprobado."
Licencias, Planos y Responsables;¿Para qué se inscribe la construcción?;Para que la partida refleje la edificación y facilitar venta, independización, herencia o crédito.
Licencias, Planos y Responsables;¿Qué establece el RNE sobre la declaratoria de edificación?;Para que la partida refleje la edificación y facilitar venta, independización, herencia o crédito.
Licencias, Planos y Responsables;¿Cómo se verifica la declaratoria de edificación en obra?;Para que la partida refleje la edificación y facilitar venta, independización, herencia o crédito. Debe revisarse partida, planos y titularidad.
Licencias, Planos y Responsables;¿Qué error frecuente se comete con la declaratoria de edificación?;El error frecuente es dejar registrado solo terreno. Esto puede causar problemas legales.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de dejar registrado solo terreno?;Este error puede generar problemas legales. La acción correcta es sanear la edificación.
Licencias, Planos y Responsables;¿Por qué es importante controlar la declaratoria de edificación?;Porque una ejecución incorrecta puede causar problemas legales. La referencia correcta es: Para que la partida refleje la edificación y facilitar venta, independización, herencia o crédito.
Licencias, Planos y Responsables;¿Puedo construir con un plano descargado?;Solo como referencia. No responde al lote, suelo, sismo, cargas ni normas locales.
Licencias, Planos y Responsables;¿Cuál es la forma correcta de resolver los planos de internet en una vivienda autoconstruida?;Solo como referencia. No responde al lote, suelo, sismo, cargas ni normas locales.
Licencias, Planos y Responsables;¿Cómo se verifica los planos de internet en obra?;Solo como referencia. No responde al lote, suelo, sismo, cargas ni normas locales. Debe revisarse lote, orientación y firmas.
Licencias, Planos y Responsables;¿Qué error frecuente se comete con los planos de internet?;El error frecuente es copiar un proyecto ajeno. Esto puede causar incumplimiento y estructura inadecuada.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de copiar un proyecto ajeno?;Este error puede generar incumplimiento y estructura inadecuada. La acción correcta es hacer proyecto específico.
Licencias, Planos y Responsables;¿Por qué es importante controlar los planos de internet?;Porque una ejecución incorrecta puede causar incumplimiento y estructura inadecuada. La referencia correcta es: Solo como referencia. No responde al lote, suelo, sismo, cargas ni normas locales.
Licencias, Planos y Responsables;¿Quién responde si el propietario ordena quitar acero?;El propietario debe respetar planos, permisos y responsables y no ordenar cambios que comprometan seguridad.
Licencias, Planos y Responsables;¿Qué establece el RNE sobre la responsabilidad del propietario?;El propietario debe respetar planos, permisos y responsables y no ordenar cambios que comprometan seguridad.
Licencias, Planos y Responsables;¿Cómo se verifica la responsabilidad del propietario en obra?;El propietario debe respetar planos, permisos y responsables y no ordenar cambios que comprometan seguridad. Debe revisarse instrucciones, contratos y registros.
Licencias, Planos y Responsables;¿Qué error frecuente se comete con la responsabilidad del propietario?;El error frecuente es quitar acero o muros para ahorrar. Esto puede causar daño y responsabilidad.
Licencias, Planos y Responsables;¿Qué consecuencias puede tener el error de quitar acero o muros para ahorrar?;Este error puede generar daño y responsabilidad. La acción correcta es detener cambios no aprobados.
Licencias, Planos y Responsables;¿Por qué es importante controlar la responsabilidad del propietario?;Porque una ejecución incorrecta puede causar daño y responsabilidad. La referencia correcta es: El propietario debe respetar planos, permisos y responsables y no ordenar cambios que comprometan seguridad.
Compra de Materiales y Control de Calidad;¿Cómo se guarda el cemento?;Seco, elevado, separado de muros húmedos, cubierto y ordenado por fecha.
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver el almacenamiento de cemento en una vivienda autoconstruida?;Seco, elevado, separado de muros húmedos, cubierto y ordenado por fecha.
Compra de Materiales y Control de Calidad;¿Cómo se verifica el almacenamiento de cemento en obra?;Seco, elevado, separado de muros húmedos, cubierto y ordenado por fecha. Debe revisarse tarimas, techo y grumos.
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con el almacenamiento de cemento?;El error frecuente es poner bolsas en piso húmedo. Esto puede causar deterioro.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de poner bolsas en piso húmedo?;Este error puede generar deterioro. La acción correcta es separar y proteger.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar el almacenamiento de cemento?;Porque una ejecución incorrecta puede causar deterioro. La referencia correcta es: Seco, elevado, separado de muros húmedos, cubierto y ordenado por fecha.
Compra de Materiales y Control de Calidad;¿Se puede usar cemento con grumos?;"Grumos duros indican hidratación y deterioro; en elementos estructurales debe rechazarse material dudoso."
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver el cemento con grumos en una vivienda autoconstruida?;"Grumos duros indican hidratación y deterioro; en elementos estructurales debe rechazarse material dudoso."
Compra de Materiales y Control de Calidad;¿Cómo se verifica el cemento con grumos en obra?;"Grumos duros indican hidratación y deterioro; en elementos estructurales debe rechazarse material dudoso. Debe revisarse fecha, dureza y bolsa."
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con el cemento con grumos?;El error frecuente es romper cemento endurecido. Esto puede causar resistencia impredecible.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de romper cemento endurecido?;Este error puede generar resistencia impredecible. La acción correcta es rechazar o ensayar.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar el cemento con grumos?;"Porque una ejecución incorrecta puede causar resistencia impredecible. La referencia correcta es: Grumos duros indican hidratación y deterioro; en elementos estructurales debe rechazarse material dudoso."
Compra de Materiales y Control de Calidad;¿Importa la fecha de fabricación?;"Sí. Deben revisarse fecha, estado y almacenamiento; una bolsa antigua o húmeda no se acepta solo por estar cerrada."
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver la antigüedad del cemento en una vivienda autoconstruida?;"Sí. Deben revisarse fecha, estado y almacenamiento; una bolsa antigua o húmeda no se acepta solo por estar cerrada."
Compra de Materiales y Control de Calidad;¿Cómo se verifica la antigüedad del cemento en obra?;"Sí. Deben revisarse fecha, estado y almacenamiento; una bolsa antigua o húmeda no se acepta solo por estar cerrada. Debe revisarse fecha, integridad y grumos."
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con la antigüedad del cemento?;El error frecuente es comprar lote viejo por barato. Esto puede causar pérdida de desempeño.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de comprar lote viejo por barato?;Este error puede generar pérdida de desempeño. La acción correcta es usar material trazable.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar la antigüedad del cemento?;"Porque una ejecución incorrecta puede causar pérdida de desempeño. La referencia correcta es: Sí. Deben revisarse fecha, estado y almacenamiento; una bolsa antigua o húmeda no se acepta solo por estar cerrada."
Compra de Materiales y Control de Calidad;¿Cómo se revisa la arena?;Por limpieza, granulometría, humedad, sales, materia orgánica y uniformidad.
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver la calidad de la arena en una vivienda autoconstruida?;Por limpieza, granulometría, humedad, sales, materia orgánica y uniformidad.
Compra de Materiales y Control de Calidad;¿Cómo se verifica la calidad de la arena en obra?;Por limpieza, granulometría, humedad, sales, materia orgánica y uniformidad. Debe revisarse muestra, terrones y polvo.
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con la calidad de la arena?;El error frecuente es recibir arena con tierra. Esto puede causar fisuras y baja resistencia.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de recibir arena con tierra?;Este error puede generar fisuras y baja resistencia. La acción correcta es rechazar o acondicionar.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar la calidad de la arena?;Porque una ejecución incorrecta puede causar fisuras y baja resistencia. La referencia correcta es: Por limpieza, granulometría, humedad, sales, materia orgánica y uniformidad.
Compra de Materiales y Control de Calidad;¿Cómo se revisa la piedra chancada?;Debe estar limpia, graduada y sin exceso de partículas planas, polvo o material blando.
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver la calidad de piedra chancada en una vivienda autoconstruida?;Debe estar limpia, graduada y sin exceso de partículas planas, polvo o material blando.
Compra de Materiales y Control de Calidad;¿Cómo se verifica la calidad de piedra chancada en obra?;Debe estar limpia, graduada y sin exceso de partículas planas, polvo o material blando. Debe revisarse tamaño, limpieza y forma.
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con la calidad de piedra chancada?;El error frecuente es usar piedra con barro. Esto puede causar segregación.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de usar piedra con barro?;Este error puede generar segregación. La acción correcta es lavar o rechazar.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar la calidad de piedra chancada?;Porque una ejecución incorrecta puede causar segregación. La referencia correcta es: Debe estar limpia, graduada y sin exceso de partículas planas, polvo o material blando.
Compra de Materiales y Control de Calidad;¿Qué debo exigir al comprar fierro?;Marca, grado, diámetro, trazabilidad, estado y comprobante.
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver la compra de acero en una vivienda autoconstruida?;Marca, grado, diámetro, trazabilidad, estado y comprobante.
Compra de Materiales y Control de Calidad;¿Cómo se verifica la compra de acero en obra?;Marca, grado, diámetro, trazabilidad, estado y comprobante. Debe revisarse marcas, diámetro y lote.
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con la compra de acero?;El error frecuente es comprar acero sin identificación. Esto puede causar área menor o material no conforme.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de comprar acero sin identificación?;Este error puede generar área menor o material no conforme. La acción correcta es medir y rechazar.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar la compra de acero?;Porque una ejecución incorrecta puede causar área menor o material no conforme. La referencia correcta es: Marca, grado, diámetro, trazabilidad, estado y comprobante.
Compra de Materiales y Control de Calidad;¿Cómo sé si el fierro tiene el diámetro ofrecido?;Con identificación, medición correcta y control de peso por longitud o certificado.
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver el diámetro real del acero en una vivienda autoconstruida?;Con identificación, medición correcta y control de peso por longitud o certificado.
Compra de Materiales y Control de Calidad;¿Cómo se verifica el diámetro real del acero en obra?;Con identificación, medición correcta y control de peso por longitud o certificado. Debe revisarse diámetro, masa y marcas.
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con el diámetro real del acero?;El error frecuente es confiar solo en pintura. Esto puede causar barra subdimensionada.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de confiar solo en pintura?;Este error puede generar barra subdimensionada. La acción correcta es verificar el lote.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar el diámetro real del acero?;Porque una ejecución incorrecta puede causar barra subdimensionada. La referencia correcta es: Con identificación, medición correcta y control de peso por longitud o certificado.
Compra de Materiales y Control de Calidad;¿Qué se revisa al recibir ladrillos?;Tipo, marca, dimensiones, fisuras, alabeo, roturas y uniformidad.
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver la recepción de ladrillos en una vivienda autoconstruida?;Tipo, marca, dimensiones, fisuras, alabeo, roturas y uniformidad.
Compra de Materiales y Control de Calidad;¿Cómo se verifica la recepción de ladrillos en obra?;Tipo, marca, dimensiones, fisuras, alabeo, roturas y uniformidad. Debe revisarse muestras de todo el lote.
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con la recepción de ladrillos?;El error frecuente es aceptar muchas piezas rotas. Esto puede causar desperdicio y muros irregulares.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de aceptar muchas piezas rotas?;Este error puede generar desperdicio y muros irregulares. La acción correcta es separar y reclamar.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar la recepción de ladrillos?;Porque una ejecución incorrecta puede causar desperdicio y muros irregulares. La referencia correcta es: Tipo, marca, dimensiones, fisuras, alabeo, roturas y uniformidad.
Compra de Materiales y Control de Calidad;¿Se puede dosificar concreto con latas?;Solo con recipientes uniformes y calibrados y una dosificación validada, controlando agua y humedad.
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver la dosificación con latas en una vivienda autoconstruida?;Solo con recipientes uniformes y calibrados y una dosificación validada, controlando agua y humedad.
Compra de Materiales y Control de Calidad;¿Cómo se verifica la dosificación con latas en obra?;Solo con recipientes uniformes y calibrados y una dosificación validada, controlando agua y humedad. Debe revisarse volumen, proporciones y agua.
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con la dosificación con latas?;El error frecuente es usar latas distintas. Esto puede causar resistencias variables.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de usar latas distintas?;Este error puede generar resistencias variables. La acción correcta es estandarizar recipientes.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar la dosificación con latas?;Porque una ejecución incorrecta puede causar resistencias variables. La referencia correcta es: Solo con recipientes uniformes y calibrados y una dosificación validada, controlando agua y humedad.
Compra de Materiales y Control de Calidad;¿Es necesario sacar probetas en una vivienda pequeña?;El control de resistencia es la comprobación objetiva. La frecuencia depende del proyecto, pero el tamaño pequeño no elimina la necesidad.
Compra de Materiales y Control de Calidad;¿Existe una medida mínima universal para las probetas de concreto?;El control de resistencia es la comprobación objetiva. La frecuencia depende del proyecto, pero el tamaño pequeño no elimina la necesidad.
Compra de Materiales y Control de Calidad;¿Cómo se verifica las probetas de concreto en obra?;El control de resistencia es la comprobación objetiva. La frecuencia depende del proyecto, pero el tamaño pequeño no elimina la necesidad. Debe revisarse identificación, curado y laboratorio.
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con las probetas de concreto?;El error frecuente es hacer probetas sin código. Esto puede causar resultados no representativos.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de hacer probetas sin código?;Este error puede generar resultados no representativos. La acción correcta es aplicar un protocolo.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar las probetas de concreto?;Porque una ejecución incorrecta puede causar resultados no representativos. La referencia correcta es: El control de resistencia es la comprobación objetiva. La frecuencia depende del proyecto, pero el tamaño pequeño no elimina la necesidad.
